               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.022253,            0.008049,            0.018282,             0.84445,             0.97654,             0.94164,             0.74915,            0.011102,           0.0037321,           0.0084277,            0.004918,            0.004918,            0.004918
                 156,            0.022866,            0.010027,            0.023533,             0.85103,             0.97487,             0.95226,             0.72417,            0.012488,           0.0036514,            0.008061,            0.004885,            0.004885,            0.004885
                 157,            0.025662,           0.0091485,            0.023428,              0.8674,             0.96318,             0.96062,             0.79663,            0.011109,             0.00366,           0.0078786,            0.004852,            0.004852,            0.004852
                 158,            0.022489,           0.0093309,            0.024357,             0.88953,              0.9385,              0.9668,             0.76614,            0.014182,           0.0034475,           0.0079128,            0.004819,            0.004819,            0.004819
                 159,            0.023252,           0.0082664,            0.015714,             0.83732,              0.9872,             0.96046,             0.81582,            0.011375,           0.0033943,           0.0080832,            0.004786,            0.004786,            0.004786
                 160,            0.024089,           0.0097455,            0.021135,             0.83723,              0.9865,              0.9655,             0.77765,            0.010722,           0.0034134,           0.0078109,            0.004753,            0.004753,            0.004753
                 161,            0.022181,           0.0092778,            0.023085,             0.85377,               0.975,              0.9639,             0.77119,            0.011853,           0.0034439,           0.0077253,             0.00472,             0.00472,             0.00472
                 162,            0.026112,           0.0088264,             0.02415,                0.86,              0.9604,             0.96535,             0.82109,           0.0097864,           0.0032472,           0.0077437,            0.004687,            0.004687,            0.004687
                 163,            0.024322,           0.0085117,            0.019373,             0.88855,             0.94984,             0.97396,              0.8249,            0.010465,           0.0033503,           0.0072377,            0.004654,            0.004654,            0.004654
                 164,            0.023099,           0.0085388,            0.024506,             0.89189,             0.97154,             0.97514,              0.8155,            0.010862,           0.0032023,           0.0071959,            0.004621,            0.004621,            0.004621
                 165,            0.023141,           0.0087749,            0.021069,             0.90018,             0.97572,             0.98028,             0.78264,            0.014323,           0.0033714,           0.0070668,            0.004588,            0.004588,            0.004588
                 166,            0.023307,           0.0091383,            0.017985,             0.90355,             0.96117,             0.98169,             0.83716,            0.010149,            0.003164,           0.0067975,            0.004555,            0.004555,            0.004555
                 167,            0.020239,           0.0093741,            0.014889,             0.91176,              0.9642,             0.98041,             0.83876,            0.011164,           0.0033003,           0.0065995,            0.004522,            0.004522,            0.004522
                 168,            0.021846,           0.0077497,            0.019308,             0.91884,             0.96188,             0.98609,             0.85482,            0.010394,           0.0032925,           0.0064028,            0.004489,            0.004489,            0.004489
                 169,            0.025527,            0.008131,            0.019287,             0.91732,             0.98612,             0.98903,             0.83418,            0.010477,           0.0031494,           0.0062815,            0.004456,            0.004456,            0.004456
                 170,             0.02423,           0.0081417,            0.021014,             0.93172,             0.97806,             0.99132,             0.81945,            0.012427,           0.0031682,           0.0061712,            0.004423,            0.004423,            0.004423
                 171,            0.020964,           0.0079874,            0.017768,             0.92791,             0.98999,             0.99087,             0.82868,            0.010298,           0.0031623,           0.0059262,             0.00439,             0.00439,             0.00439
                 172,            0.023796,           0.0089068,             0.01861,             0.92845,             0.98795,             0.99317,             0.83013,           0.0098987,           0.0030823,           0.0058411,            0.004357,            0.004357,            0.004357
                 173,            0.022805,           0.0084569,            0.016676,             0.93041,             0.97689,             0.99424,             0.83421,           0.0097886,           0.0030561,           0.0057995,            0.004324,            0.004324,            0.004324
                 174,            0.021167,           0.0081656,            0.017965,             0.95671,             0.97087,             0.99333,             0.82326,            0.012296,           0.0031993,           0.0054067,            0.004291,            0.004291,            0.004291
                 175,            0.022825,           0.0078526,            0.015477,             0.96504,             0.98227,             0.99408,             0.81769,            0.010878,           0.0032286,           0.0053077,            0.004258,            0.004258,            0.004258
                 176,            0.020742,            0.009494,            0.017305,              0.9545,              0.9846,               0.995,             0.82015,            0.011885,            0.003336,           0.0052359,            0.004225,            0.004225,            0.004225
                 177,            0.021703,           0.0082529,            0.015232,             0.94154,             0.98973,               0.995,             0.81942,            0.011819,           0.0033494,           0.0052943,            0.004192,            0.004192,            0.004192
                 178,            0.023314,           0.0087456,            0.017543,             0.94135,             0.99356,               0.995,             0.86287,           0.0099442,           0.0032955,           0.0053417,            0.004159,            0.004159,            0.004159
                 179,            0.025811,           0.0087025,            0.022416,             0.94002,             0.98737,               0.995,             0.84095,            0.011201,           0.0035356,           0.0053573,            0.004126,            0.004126,            0.004126
                 180,            0.023192,           0.0083428,            0.017128,             0.93914,             0.98868,               0.995,             0.83324,            0.011187,            0.003538,           0.0053939,            0.004093,            0.004093,            0.004093
                 181,            0.027303,           0.0084016,            0.021554,             0.93348,             0.99334,             0.99424,             0.82898,            0.013343,           0.0034487,           0.0054031,             0.00406,             0.00406,             0.00406
                 182,            0.021353,           0.0075048,            0.013653,             0.93983,             0.99176,             0.99197,             0.86647,            0.010158,           0.0033132,           0.0054126,            0.004027,            0.004027,            0.004027
                 183,            0.023253,           0.0090138,            0.017753,             0.96548,             0.98231,             0.99424,              0.8685,           0.0097433,           0.0031812,            0.004866,            0.003994,            0.003994,            0.003994
                 184,            0.022412,           0.0079106,            0.019515,             0.96642,             0.98506,             0.99424,             0.87206,           0.0096104,           0.0031418,           0.0047492,            0.003961,            0.003961,            0.003961
                 185,            0.022238,             0.00887,            0.014914,             0.95864,             0.98111,             0.99424,             0.85509,             0.01106,           0.0031579,           0.0048274,            0.003928,            0.003928,            0.003928
                 186,            0.023419,           0.0088837,            0.014574,             0.95856,              0.9742,             0.99424,             0.85047,           0.0095357,           0.0030494,           0.0047492,            0.003895,            0.003895,            0.003895
                 187,            0.018845,           0.0077967,            0.015546,             0.96335,             0.97188,             0.99348,             0.85862,            0.010465,            0.003116,           0.0044056,            0.003862,            0.003862,            0.003862
                 188,            0.019735,           0.0082902,            0.016347,             0.95333,             0.98333,             0.99139,             0.85411,           0.0090614,           0.0030225,           0.0043679,            0.003829,            0.003829,            0.003829
                 189,            0.020377,            0.008269,             0.01475,              0.9662,             0.98384,               0.995,             0.86611,            0.010117,             0.00299,           0.0041761,            0.003796,            0.003796,            0.003796
                 190,            0.022351,           0.0077733,            0.016183,              0.9718,             0.97684,             0.99348,             0.87426,           0.0092019,           0.0029378,           0.0041583,            0.003763,            0.003763,            0.003763
                 191,            0.021131,           0.0076622,            0.018913,                0.97,             0.99138,               0.995,             0.86848,            0.011074,           0.0030215,           0.0039493,             0.00373,             0.00373,             0.00373
                 192,            0.020803,           0.0073788,             0.01501,             0.97638,               0.994,               0.995,             0.86358,           0.0098886,           0.0030089,           0.0037581,            0.003697,            0.003697,            0.003697
                 193,            0.024751,           0.0083043,            0.018076,             0.97403,              0.9956,               0.995,             0.88027,           0.0084067,           0.0029992,           0.0036751,            0.003664,            0.003664,            0.003664
                 194,             0.02422,           0.0085841,            0.020993,             0.97244,             0.99593,               0.995,             0.87166,           0.0092828,           0.0030652,           0.0037824,            0.003631,            0.003631,            0.003631
                 195,            0.021058,           0.0089198,            0.014648,             0.94198,             0.99563,             0.98458,             0.84328,           0.0099743,           0.0030817,           0.0034806,            0.003598,            0.003598,            0.003598
                 196,             0.02418,           0.0077572,            0.014191,             0.97872,             0.99487,               0.995,             0.83116,           0.0090612,           0.0030172,           0.0032041,            0.003565,            0.003565,            0.003565
                 197,            0.021813,           0.0082804,            0.010054,             0.97915,             0.99535,               0.995,             0.82754,            0.011309,           0.0031311,           0.0031622,            0.003532,            0.003532,            0.003532
                 198,            0.021951,            0.007517,            0.013792,             0.98095,             0.99286,               0.995,             0.85786,            0.009131,           0.0030357,            0.003097,            0.003499,            0.003499,            0.003499
                 199,            0.024658,           0.0092332,            0.011957,             0.98159,             0.99242,               0.995,             0.84239,            0.010014,            0.003048,           0.0030711,            0.003466,            0.003466,            0.003466
                 200,            0.021068,           0.0076196,            0.013708,             0.98258,             0.99272,               0.995,              0.8641,           0.0089252,           0.0029573,           0.0029798,            0.003433,            0.003433,            0.003433
                 201,            0.021188,           0.0086524,            0.015927,             0.98342,             0.99171,               0.995,             0.85892,            0.010054,           0.0028851,            0.002883,              0.0034,              0.0034,              0.0034
                 202,            0.022809,           0.0079011,            0.015485,             0.98155,             0.99201,               0.995,             0.87776,           0.0089916,           0.0028989,            0.002945,            0.003367,            0.003367,            0.003367
                 203,            0.022601,           0.0079697,            0.014013,             0.97829,             0.99447,               0.995,             0.86047,            0.010855,           0.0029486,           0.0028659,            0.003334,            0.003334,            0.003334
                 204,            0.019984,           0.0074886,            0.016024,             0.97993,             0.99465,               0.995,             0.87992,           0.0094604,           0.0029115,           0.0027903,            0.003301,            0.003301,            0.003301
                 205,            0.019259,           0.0076347,            0.010448,             0.98161,              0.9951,               0.995,             0.87652,           0.0099221,           0.0029519,           0.0026707,            0.003268,            0.003268,            0.003268
                 206,            0.025048,            0.008537,            0.016928,             0.98078,             0.99575,               0.995,             0.88472,           0.0084652,           0.0029233,           0.0026273,            0.003235,            0.003235,            0.003235
                 207,            0.019014,           0.0081913,            0.010225,             0.98023,             0.99625,               0.995,             0.83345,            0.011044,           0.0029802,            0.002681,            0.003202,            0.003202,            0.003202
                 208,            0.023456,           0.0080975,            0.019444,             0.98336,             0.99497,               0.995,             0.87944,           0.0084467,           0.0027936,           0.0025524,            0.003169,            0.003169,            0.003169
                 209,            0.022764,           0.0071818,            0.014222,             0.97648,             0.99498,               0.995,             0.87614,             0.01025,           0.0028464,           0.0024166,            0.003136,            0.003136,            0.003136
                 210,            0.022774,           0.0077761,            0.014948,             0.97873,             0.97977,               0.995,             0.81441,            0.012582,           0.0029304,           0.0025358,            0.003103,            0.003103,            0.003103
                 211,            0.025217,           0.0076442,            0.015891,              0.9724,             0.99473,               0.995,             0.88318,           0.0087083,           0.0029127,            0.002437,             0.00307,             0.00307,             0.00307
                 212,            0.021696,           0.0081557,             0.01248,             0.98215,             0.99218,               0.995,              0.8971,           0.0085171,            0.002857,           0.0023124,            0.003037,            0.003037,            0.003037
                 213,            0.018286,           0.0069269,           0.0098127,             0.98592,             0.99595,               0.995,             0.87753,           0.0086136,            0.002874,           0.0021777,            0.003004,            0.003004,            0.003004
                 214,            0.020269,           0.0082917,            0.016412,             0.98748,             0.99592,               0.995,             0.87587,           0.0092759,           0.0028143,           0.0021594,            0.002971,            0.002971,            0.002971
                 215,            0.018333,           0.0089962,            0.011203,             0.98694,              0.9965,               0.995,             0.87516,             0.00872,           0.0028213,           0.0021151,            0.002938,            0.002938,            0.002938
                 216,            0.021713,           0.0077471,            0.011477,             0.98572,             0.99774,               0.995,             0.88606,           0.0086584,           0.0027891,           0.0020982,            0.002905,            0.002905,            0.002905
                 217,               0.018,           0.0082764,            0.010196,             0.98522,             0.99816,               0.995,             0.89216,           0.0085711,           0.0028094,           0.0020664,            0.002872,            0.002872,            0.002872
                 218,            0.025179,            0.007944,            0.013925,             0.98733,             0.99644,               0.995,             0.87746,           0.0082616,           0.0027276,           0.0020488,            0.002839,            0.002839,            0.002839
                 219,            0.021915,           0.0075024,            0.011757,             0.98827,              0.9956,               0.995,             0.87782,           0.0076421,           0.0027307,           0.0020357,            0.002806,            0.002806,            0.002806
                 220,            0.020464,           0.0072942,            0.009828,             0.98972,              0.9933,               0.995,             0.85468,            0.010637,           0.0027635,           0.0019911,            0.002773,            0.002773,            0.002773
                 221,            0.022691,           0.0077893,            0.010705,             0.98831,             0.99371,               0.995,             0.87763,           0.0091511,           0.0027909,           0.0019564,             0.00274,             0.00274,             0.00274
                 222,              0.0211,           0.0085432,            0.013282,             0.98773,             0.99475,               0.995,             0.87236,           0.0091346,           0.0028466,            0.001928,            0.002707,            0.002707,            0.002707
                 223,            0.020551,           0.0073759,            0.013087,             0.98787,             0.99447,               0.995,             0.88955,           0.0080224,           0.0027302,           0.0018703,            0.002674,            0.002674,            0.002674
                 224,            0.021912,           0.0078498,            0.012107,             0.98803,             0.99432,               0.995,             0.89358,           0.0081723,           0.0027102,           0.0017951,            0.002641,            0.002641,            0.002641
                 225,            0.019762,           0.0069025,           0.0092352,             0.98774,             0.99408,               0.995,             0.87493,           0.0092238,           0.0027826,           0.0017619,            0.002608,            0.002608,            0.002608
                 226,            0.020557,           0.0078032,            0.011687,              0.9881,             0.99418,               0.995,             0.90077,           0.0085196,           0.0027128,           0.0017142,            0.002575,            0.002575,            0.002575
                 227,            0.020237,           0.0083424,            0.013059,             0.98909,             0.99506,               0.995,             0.89602,           0.0080803,           0.0026053,           0.0016496,            0.002542,            0.002542,            0.002542
                 228,            0.019521,            0.007317,            0.014793,             0.99021,             0.99639,               0.995,             0.88051,           0.0094755,           0.0025983,           0.0015874,            0.002509,            0.002509,            0.002509
                 229,            0.019561,           0.0083349,            0.009474,             0.99066,             0.99687,               0.995,              0.8998,           0.0080199,           0.0025994,           0.0015678,            0.002476,            0.002476,            0.002476
                 230,            0.022438,           0.0077259,            0.013398,             0.99088,             0.99713,               0.995,             0.88785,           0.0080467,           0.0026249,           0.0015413,            0.002443,            0.002443,            0.002443
                 231,            0.018845,           0.0077313,            0.012049,               0.991,             0.99787,               0.995,             0.87944,           0.0086403,           0.0026004,           0.0015375,             0.00241,             0.00241,             0.00241
                 232,            0.018652,           0.0081651,            0.011976,             0.99048,             0.99819,               0.995,             0.88951,           0.0081139,           0.0025961,           0.0015263,            0.002377,            0.002377,            0.002377
                 233,            0.024162,           0.0075191,            0.012284,             0.99014,             0.99878,               0.995,             0.89331,           0.0082539,           0.0025591,           0.0014933,            0.002344,            0.002344,            0.002344
                 234,            0.018714,           0.0069871,            0.013771,             0.98945,              0.9974,               0.995,             0.89835,           0.0085566,           0.0025779,           0.0014808,            0.002311,            0.002311,            0.002311
                 235,            0.020525,           0.0082732,            0.014415,             0.98945,             0.99571,               0.995,              0.9109,           0.0066644,           0.0024888,           0.0015475,            0.002278,            0.002278,            0.002278
                 236,            0.017644,           0.0075446,           0.0065685,             0.98922,              0.9946,               0.995,             0.91218,           0.0071778,           0.0024869,           0.0015381,            0.002245,            0.002245,            0.002245
                 237,            0.015706,           0.0077504,           0.0095438,             0.98787,             0.99483,               0.995,             0.91483,           0.0074583,           0.0025522,           0.0014258,            0.002212,            0.002212,            0.002212
                 238,            0.017689,            0.007064,            0.010095,             0.98632,              0.9929,               0.995,             0.90313,           0.0074007,           0.0024782,           0.0013866,            0.002179,            0.002179,            0.002179
                 239,             0.01933,           0.0076794,           0.0088454,             0.98723,             0.99065,               0.995,             0.89381,           0.0080799,           0.0025445,           0.0013795,            0.002146,            0.002146,            0.002146
                 240,            0.018237,           0.0075941,            0.010893,             0.98796,             0.98878,               0.995,             0.90154,            0.007148,           0.0024712,           0.0013801,            0.002113,            0.002113,            0.002113
                 241,            0.016122,           0.0065991,           0.0081973,             0.98804,             0.98825,               0.995,             0.90547,           0.0081009,           0.0025223,           0.0013803,             0.00208,             0.00208,             0.00208
                 242,            0.015954,           0.0069566,           0.0087741,             0.98792,             0.98845,               0.995,             0.89278,           0.0077723,           0.0025463,           0.0013777,            0.002047,            0.002047,            0.002047
                 243,            0.018428,           0.0075186,             0.01037,             0.98817,              0.9879,               0.995,             0.89341,            0.007258,           0.0024825,           0.0014003,            0.002014,            0.002014,            0.002014
                 244,             0.01367,           0.0072013,           0.0059141,             0.98923,             0.98824,               0.995,             0.89015,           0.0083831,           0.0024754,           0.0013474,            0.001981,            0.001981,            0.001981
                 245,            0.018028,           0.0080617,            0.013129,             0.99163,             0.98814,               0.995,             0.90851,           0.0072081,           0.0024534,           0.0012928,            0.001948,            0.001948,            0.001948
                 246,            0.020066,           0.0061426,           0.0086945,             0.99165,             0.98922,               0.995,             0.91868,           0.0072518,           0.0024623,           0.0012547,            0.001915,            0.001915,            0.001915
                 247,            0.018057,           0.0071056,           0.0082105,             0.99211,             0.98946,               0.995,             0.91645,           0.0066896,           0.0024379,           0.0012377,            0.001882,            0.001882,            0.001882
                 248,            0.016317,           0.0068911,           0.0077266,             0.99178,             0.99051,               0.995,             0.90579,           0.0067607,           0.0024733,           0.0012209,            0.001849,            0.001849,            0.001849
                 249,            0.019955,           0.0076624,             0.01274,             0.99174,             0.99141,               0.995,             0.91815,           0.0070868,           0.0024192,           0.0012038,            0.001816,            0.001816,            0.001816
                 250,            0.017235,           0.0067556,            0.012444,              0.9914,             0.99163,               0.995,             0.92085,           0.0068029,           0.0024389,           0.0011889,            0.001783,            0.001783,            0.001783
                 251,            0.015395,             0.00787,           0.0076597,             0.99144,              0.9917,               0.995,             0.92353,           0.0066893,           0.0023875,           0.0011757,             0.00175,             0.00175,             0.00175
                 252,            0.014098,           0.0073765,           0.0081607,             0.99123,             0.99269,               0.995,             0.90949,           0.0069211,           0.0023809,           0.0011833,            0.001717,            0.001717,            0.001717
                 253,            0.015713,           0.0078433,           0.0082231,             0.99041,             0.99386,               0.995,             0.91171,           0.0069927,           0.0023483,           0.0012088,            0.001684,            0.001684,            0.001684
                 254,            0.017983,           0.0076323,            0.011857,             0.98805,             0.99536,               0.995,             0.91521,           0.0067567,           0.0023204,           0.0012397,            0.001651,            0.001651,            0.001651
                 255,            0.015721,           0.0064755,           0.0081288,             0.98752,             0.99572,               0.995,              0.9102,           0.0063951,           0.0023295,           0.0012181,            0.001618,            0.001618,            0.001618
                 256,            0.019347,           0.0074565,           0.0097802,             0.98852,             0.99596,               0.995,             0.91274,           0.0064243,           0.0023303,           0.0011841,            0.001585,            0.001585,            0.001585
                 257,             0.01895,           0.0070604,            0.010668,             0.98967,             0.99619,               0.995,             0.92295,           0.0062625,           0.0022797,           0.0011558,            0.001552,            0.001552,            0.001552
                 258,            0.016813,            0.007214,           0.0090684,             0.98949,             0.99746,               0.995,             0.92744,           0.0063904,           0.0022636,           0.0011214,            0.001519,            0.001519,            0.001519
                 259,            0.015628,           0.0069007,           0.0064695,             0.98967,             0.99858,               0.995,             0.91558,           0.0067276,           0.0022721,           0.0010973,            0.001486,            0.001486,            0.001486
                 260,            0.018209,            0.006619,            0.011883,              0.9899,             0.99946,               0.995,             0.91969,           0.0061124,           0.0022917,           0.0010825,            0.001453,            0.001453,            0.001453
                 261,            0.014931,           0.0066726,            0.010669,             0.99015,                   1,               0.995,             0.93125,           0.0064288,           0.0024134,           0.0010651,             0.00142,             0.00142,             0.00142
                 262,            0.019456,           0.0077854,           0.0094141,             0.98995,                   1,               0.995,             0.92314,           0.0062281,           0.0024266,            0.001056,            0.001387,            0.001387,            0.001387
                 263,            0.017078,           0.0065878,           0.0091595,             0.99008,                   1,               0.995,             0.91142,           0.0066724,           0.0023715,           0.0010445,            0.001354,            0.001354,            0.001354
                 264,            0.015944,           0.0070211,           0.0085226,             0.98998,             0.99847,               0.995,             0.92354,           0.0063027,           0.0023608,           0.0010181,            0.001321,            0.001321,            0.001321
                 265,            0.016676,           0.0078022,           0.0091542,              0.9893,             0.99812,               0.995,             0.92035,           0.0060701,           0.0023258,           0.0010053,            0.001288,            0.001288,            0.001288
                 266,            0.017212,           0.0072404,           0.0085172,             0.98852,             0.99825,               0.995,             0.92257,           0.0062715,           0.0023384,           0.0009991,            0.001255,            0.001255,            0.001255
                 267,            0.015547,           0.0071781,           0.0058322,             0.98804,             0.99842,               0.995,             0.91714,           0.0064431,           0.0023238,          0.00099862,            0.001222,            0.001222,            0.001222
                 268,            0.018485,            0.007126,           0.0096273,             0.98696,             0.99941,               0.995,             0.92785,           0.0059734,           0.0023635,          0.00099782,            0.001189,            0.001189,            0.001189
                 269,            0.014494,           0.0069286,           0.0075176,             0.98704,                   1,               0.995,             0.92206,           0.0060853,           0.0023675,           0.0009809,            0.001156,            0.001156,            0.001156
                 270,            0.016077,           0.0071715,           0.0081201,             0.98843,                   1,               0.995,             0.92838,           0.0059482,            0.002307,           0.0009579,            0.001123,            0.001123,            0.001123
                 271,             0.01465,           0.0072471,           0.0075975,             0.98914,              0.9995,               0.995,             0.94394,           0.0056307,           0.0021895,          0.00093686,             0.00109,             0.00109,             0.00109
                 272,            0.017234,           0.0076843,           0.0090066,             0.98879,             0.99938,               0.995,              0.9448,           0.0056542,           0.0021603,          0.00093148,            0.001057,            0.001057,            0.001057
                 273,            0.015367,           0.0062159,            0.007559,             0.98821,             0.99979,               0.995,             0.93316,           0.0060085,           0.0021992,          0.00092395,            0.001024,            0.001024,            0.001024
                 274,            0.018832,           0.0082968,            0.014357,             0.98902,                   1,               0.995,             0.93466,           0.0058547,           0.0021901,          0.00092039,            0.000991,            0.000991,            0.000991
                 275,            0.016191,           0.0077444,           0.0077508,             0.98993,                   1,               0.995,             0.93414,           0.0059212,           0.0022387,           0.0009166,            0.000958,            0.000958,            0.000958
                 276,            0.014389,             0.00677,            0.008583,              0.9903,              0.9997,               0.995,             0.93656,           0.0056969,           0.0022686,          0.00090106,            0.000925,            0.000925,            0.000925
                 277,            0.016242,           0.0060375,            0.009749,             0.99056,             0.99898,               0.995,             0.93554,           0.0058133,           0.0022806,           0.0008913,            0.000892,            0.000892,            0.000892
                 278,            0.015462,           0.0076055,           0.0094728,             0.99062,             0.99896,               0.995,             0.93054,           0.0057482,           0.0022483,          0.00088437,            0.000859,            0.000859,            0.000859
                 279,            0.015381,           0.0073978,           0.0094843,             0.99086,             0.99879,               0.995,             0.93948,           0.0053389,           0.0021877,           0.0008774,            0.000826,            0.000826,            0.000826
                 280,            0.015005,           0.0075919,           0.0069784,             0.99076,             0.99874,               0.995,             0.94182,           0.0052564,           0.0021512,          0.00086527,            0.000793,            0.000793,            0.000793
                 281,            0.015696,           0.0072683,           0.0091441,             0.99064,             0.99853,               0.995,             0.94537,           0.0054181,            0.002156,          0.00085652,             0.00076,             0.00076,             0.00076
                 282,            0.013863,             0.00684,           0.0062553,             0.99078,             0.99803,               0.995,             0.93803,           0.0053953,           0.0021378,          0.00084854,            0.000727,            0.000727,            0.000727
                 283,            0.016321,           0.0063176,             0.01009,             0.99108,             0.99734,               0.995,             0.94926,           0.0053812,           0.0021264,          0.00083329,            0.000694,            0.000694,            0.000694
                 284,            0.018264,           0.0070332,            0.010312,             0.99153,             0.99715,               0.995,             0.94214,           0.0057276,           0.0021461,          0.00082686,            0.000661,            0.000661,            0.000661
                 285,            0.016454,            0.007244,           0.0077374,             0.99188,             0.99682,               0.995,             0.94585,            0.005311,           0.0021568,          0.00081915,            0.000628,            0.000628,            0.000628
                 286,            0.015293,           0.0065381,           0.0060283,               0.992,             0.99678,               0.995,             0.94248,            0.005363,           0.0021552,          0.00081587,            0.000595,            0.000595,            0.000595
                 287,            0.014913,           0.0066238,           0.0092307,             0.99211,             0.99637,               0.995,             0.94108,            0.005307,            0.002148,          0.00080699,            0.000562,            0.000562,            0.000562
                 288,            0.016045,           0.0077162,            0.010835,             0.99216,             0.99621,               0.995,             0.94643,           0.0050882,           0.0021314,          0.00080059,            0.000529,            0.000529,            0.000529
                 289,            0.016614,           0.0064577,           0.0088265,             0.99212,             0.99619,               0.995,             0.95414,           0.0049863,           0.0020913,          0.00078905,            0.000496,            0.000496,            0.000496
                 290,            0.014961,           0.0061443,           0.0058497,             0.99204,             0.99608,               0.995,             0.94839,           0.0050354,           0.0020764,          0.00078003,            0.000463,            0.000463,            0.000463
                 291,            0.014187,           0.0061667,           0.0061305,             0.99194,             0.99623,               0.995,             0.94475,           0.0050992,           0.0020597,          0.00077022,             0.00043,             0.00043,             0.00043
                 292,            0.014739,           0.0071282,           0.0068814,             0.99189,             0.99618,               0.995,             0.94896,           0.0050193,           0.0020544,          0.00076724,            0.000397,            0.000397,            0.000397
                 293,            0.012515,           0.0068264,           0.0049254,             0.99199,             0.99598,               0.995,             0.94955,           0.0050633,           0.0020624,          0.00075896,            0.000364,            0.000364,            0.000364
                 294,            0.015991,           0.0067664,            0.011187,             0.99208,             0.99565,               0.995,             0.94652,           0.0049338,           0.0020561,          0.00074764,            0.000331,            0.000331,            0.000331
                 295,            0.014339,           0.0067483,            0.007587,               0.992,             0.99558,               0.995,             0.95191,           0.0049617,           0.0020662,          0.00074074,            0.000298,            0.000298,            0.000298
                 296,            0.015728,           0.0063883,           0.0051597,             0.99205,              0.9955,               0.995,              0.9535,           0.0048913,           0.0020667,          0.00073634,            0.000265,            0.000265,            0.000265
                 297,            0.014942,           0.0061363,           0.0087866,             0.99191,              0.9955,               0.995,             0.95349,            0.004828,             0.00206,          0.00073402,            0.000232,            0.000232,            0.000232
                 298,            0.014645,           0.0065119,           0.0080721,             0.99173,             0.99562,               0.995,             0.95529,           0.0048153,           0.0020629,          0.00072752,            0.000199,            0.000199,            0.000199
                 299,            0.015614,           0.0072822,           0.0086724,             0.99178,             0.99563,               0.995,              0.9541,           0.0047795,           0.0020533,           0.0007288,            0.000166,            0.000166,            0.000166
